ClickID,UserID,FeatureID,ClickTimestamp,TimeSpentSeconds
C1015613,U103349,F1120,12/8/2024 22:29,129
C1015614,U107361,F1176,1/2/2024 16:45,55
C1015615,U102816,F1119,9/18/2024 11:07,223
C1015616,U109463,F1143,6/29/2024 13:16,285
C1015617,U106231,F1202,10/24/2024 6:23,126
C1015618,U108625,F1268,2/10/2024 0:53,26
C1015619,U107420,F1051,2/2/2024 19:18,40
C1015620,U108620,F1024,6/24/2024 2:09,287
C1015621,U109379,F1231,5/5/2024 14:29,242
C1015622,U104257,F1235,12/11/2024 14:47,25
C1015623,U102312,F1238,12/25/2024 15:38,138
C1015624,U101995,F1067,11/6/2024 3:53,140
C1015625,U104995,F1240,11/27/2024 5:14,66
C1015626,U101742,F1218,2/22/2024 17:03,227
C1015627,U109534,F1117,9/19/2024 16:13,119
C1015628,U101155,F1071,3/10/2024 22:16,212
C1015629,U103204,F1246,2/28/2024 8:09,39
C1015630,U108585,F1071,6/30/2024 15:51,286
C1015631,U106763,F1284,3/20/2024 5:26,78
C1015632,U106947,F1002,11/30/2024 3:31,258
C1015633,U107202,F1276,2/4/2024 21:17,220
C1015634,U104817,F1140,8/25/2024 5:21,264
C1015635,U102040,F1222,4/25/2024 21:19,75
C1015636,U102078,F1175,3/27/2024 11:06,136
C1015637,U102864,F1279,5/1/2024 9:24,109
C1015638,U105829,F1257,8/3/2024 20:30,20
C1015639,U106249,F1233,2/6/2024 2:44,273
C1015640,U107442,F1002,4/10/2024 18:56,231
C1015641,U105215,F1153,6/8/2024 5:53,182
C1015642,U105112,F1001,5/21/2024 20:29,7
C1015643,U106937,F1032,12/2/2024 15:05,99
C1015644,U104256,F1033,8/27/2024 18:46,236
C1015645,U109521,F1097,2/21/2024 4:32,42
C1015646,U109838,F1037,6/8/2024 15:07,199
C1015647,U107891,F1126,9/29/2024 19:23,299
C1015648,U106339,F1205,6/19/2024 3:42,189
C1015649,U102385,F1222,4/24/2024 0:17,59
C1015650,U105429,F1147,4/25/2024 5:44,20
C1015651,U105298,F1137,3/23/2024 20:39,235
C1015652,U103305,F1160,8/29/2024 18:35,127
C1015653,U103320,F1121,7/18/2024 13:28,76
C1015654,U106275,F1044,5/4/2024 10:11,256
C1015655,U106392,F1059,9/26/2024 2:15,253
C1015656,U103526,F1237,5/7/2024 11:03,208
C1015657,U106642,F1188,3/25/2024 12:02,297
C1015658,U104914,F1178,3/16/2024 18:23,6
C1015659,U109463,F1011,9/15/2024 21:30,201
C1015660,U101287,F1207,5/18/2024 10:19,195
C1015661,U104944,F1136,6/3/2024 13:42,143
C1015662,U100360,F1266,9/25/2024 17:45,256
C1015663,U101974,F1148,8/11/2024 3:08,150
C1015664,U103464,F1203,10/8/2024 10:20,181
C1015665,U102226,F1195,9/30/2024 9:40,220
C1015666,U105044,F1281,8/13/2024 4:06,216
C1015667,U105625,F1146,6/30/2024 17:22,146
C1015668,U101850,F1272,1/19/2024 19:57,121
C1015669,U105932,F1250,11/25/2024 9:47,85
C1015670,U103905,F1171,5/17/2024 4:25,29
C1015671,U103775,F1188,7/3/2024 4:13,299
C1015672,U100817,F1128,7/5/2024 7:39,34
C1015673,U102146,F1239,4/12/2024 16:29,231
C1015674,U107774,F1199,3/18/2024 4:53,281
C1015675,U108372,F1120,3/26/2024 8:51,76
C1015676,U107096,F1114,2/10/2024 10:36,175
C1015677,U107833,F1040,9/21/2024 7:23,225
C1015678,U104469,F1151,1/16/2024 4:48,227
C1015679,U105955,F1170,9/4/2024 1:04,193
C1015680,U104719,F1093,3/28/2024 0:09,237
C1015681,U107850,F1115,3/1/2024 22:51,108
C1015682,U106014,F1234,3/21/2024 14:40,24
C1015683,U104958,F1264,4/3/2024 18:16,284
C1015684,U106265,F1217,6/16/2024 4:44,68
C1015685,U100441,F1159,6/24/2024 16:09,69
C1015686,U107884,F1218,5/18/2024 5:19,285
C1015687,U109854,F1010,4/16/2024 5:00,189
C1015688,U107658,F1115,3/24/2024 8:29,237
C1015689,U109062,F1228,11/7/2024 18:01,77
C1015690,U103212,F1273,2/4/2024 19:43,179
C1015691,U109848,F1007,10/27/2024 8:42,83
C1015692,U101896,F1282,4/7/2024 4:58,292
C1015693,U101089,F1209,6/2/2024 2:44,217
C1015694,U108674,F1264,2/20/2024 5:10,240
C1015695,U100308,F1001,7/23/2024 22:33,211
C1015696,U108784,F1080,1/14/2024 9:21,6
C1015697,U101018,F1197,8/11/2024 8:18,266
C1015698,U104493,F1139,2/11/2024 17:37,71
C1015699,U103261,F1171,10/2/2024 11:33,74
C1015700,U107084,F1157,3/12/2024 15:49,294
C1015701,U104290,F1051,2/8/2024 19:16,135
C1015702,U107101,F1035,6/18/2024 23:39,297
C1015703,U101357,F1069,6/18/2024 12:36,186
C1015704,U100082,F1287,8/21/2024 14:40,234
C1015705,U108442,F1225,8/3/2024 21:51,282
C1015706,U109285,F1299,5/12/2024 8:51,138
C1015707,U105411,F1070,9/17/2024 3:19,170
C1015708,U102387,F1144,10/17/2024 21:27,138
C1015709,U101408,F1159,9/25/2024 6:14,38
C1015710,U109673,F1013,4/12/2024 4:35,237
C1015711,U109290,F1140,3/2/2024 8:43,138
C1015712,U103728,F1127,1/24/2024 18:42,132
C1015713,U105294,F1216,7/16/2024 3:40,44
C1015714,U108924,F1267,12/21/2024 17:14,20
C1015715,U100322,F1172,4/27/2024 1:29,70
C1015716,U102057,F1143,5/14/2024 15:12,14
C1015717,U103060,F1148,5/18/2024 11:12,162
C1015718,U103700,F1023,6/13/2024 17:03,165
C1015719,U105635,F1042,4/21/2024 11:09,72
C1015720,U103384,F1122,3/16/2024 12:24,43
C1015721,U109453,F1110,12/3/2024 14:04,8
C1015722,U108997,F1288,8/20/2024 10:56,104
C1015723,U109725,F1158,8/31/2024 7:50,29
C1015724,U104225,F1008,2/28/2024 8:43,19
C1015725,U103456,F1240,7/26/2024 19:29,138
C1015726,U103664,F1034,3/21/2024 0:23,73
C1015727,U103096,F1007,5/27/2024 8:45,80
C1015728,U107428,F1144,4/1/2024 6:23,175
C1015729,U107565,F1079,3/25/2024 17:57,187
C1015730,U104659,F1019,8/24/2024 11:56,142
C1015731,U109545,F1247,6/18/2024 19:56,28
C1015732,U100148,F1021,11/18/2024 6:31,88
C1015733,U105730,F1070,5/31/2024 11:52,253
C1015734,U107163,F1208,11/25/2024 18:11,70
C1015735,U109975,F1076,5/20/2024 9:56,210
C1015736,U106262,F1080,8/31/2024 19:28,142
C1015737,U105553,F1247,3/20/2024 9:08,153
C1015738,U100614,F1207,3/22/2024 11:29,185
C1015739,U108431,F1158,5/6/2024 13:16,201
C1015740,U100912,F1140,6/6/2024 6:57,61
C1015741,U103013,F1112,1/9/2024 14:52,282
C1015742,U105409,F1252,10/29/2024 23:40,54
C1015743,U100158,F1028,1/6/2024 3:47,204
C1015744,U100547,F1137,11/16/2024 13:24,140
C1015745,U105132,F1122,7/2/2024 11:17,212
C1015746,U102900,F1076,7/11/2024 21:03,223
C1015747,U107674,F1034,12/18/2024 4:46,289
C1015748,U102265,F1157,4/12/2024 21:07,130
C1015749,U108946,F1173,2/18/2024 10:12,170
C1015750,U100734,F1234,3/19/2024 11:08,109
C1015751,U103791,F1297,11/3/2024 19:57,78
C1015752,U104317,F1198,6/24/2024 8:07,158
C1015753,U101924,F1176,12/23/2024 19:55,189
C1015754,U100523,F1207,3/21/2024 8:35,285
C1015755,U109702,F1068,1/14/2024 20:04,53
C1015756,U105924,F1133,1/22/2024 21:18,253
C1015757,U108809,F1002,10/20/2024 9:06,78
C1015758,U100860,F1009,12/19/2024 4:12,46
C1015759,U106184,F1023,5/12/2024 21:43,250
C1015760,U107492,F1111,11/24/2024 10:43,281
C1015761,U105880,F1277,12/20/2024 1:21,31
C1015762,U107901,F1221,4/7/2024 11:37,84
C1015763,U101307,F1259,8/11/2024 11:46,67
C1015764,U106346,F1178,7/26/2024 17:18,183
C1015765,U102821,F1003,9/14/2024 20:35,164
C1015766,U103865,F1294,8/3/2024 22:20,16
C1015767,U106925,F1030,1/12/2024 1:24,236
C1015768,U108226,F1200,7/28/2024 14:51,77
C1015769,U102100,F1029,1/26/2024 3:32,175
C1015770,U109571,F1244,2/16/2024 2:12,97
C1015771,U100436,F1166,1/26/2024 2:54,79
C1015772,U102572,F1098,2/1/2024 20:38,287
C1015773,U104362,F1024,9/12/2024 16:30,66
C1015774,U100308,F1248,6/21/2024 6:27,206
C1015775,U100491,F1057,4/21/2024 7:34,18
C1015776,U105308,F1228,3/24/2024 5:09,6
C1015777,U100521,F1163,6/8/2024 8:20,22
C1015778,U101914,F1105,1/17/2024 14:54,164
C1015779,U102925,F1276,2/26/2024 15:20,47
C1015780,U109560,F1201,7/5/2024 20:07,243
C1015781,U103290,F1294,8/15/2024 14:39,161
C1015782,U103229,F1098,3/25/2024 7:31,73
C1015783,U103577,F1232,4/13/2024 9:18,99
C1015784,U105609,F1030,10/28/2024 11:19,129
C1015785,U102571,F1064,2/8/2024 4:45,296
C1015786,U100232,F1172,6/28/2024 17:29,68
C1015787,U109814,F1166,10/23/2024 4:09,229
C1015788,U102652,F1235,10/24/2024 19:49,159
C1015789,U106250,F1086,1/6/2024 15:29,133
C1015790,U101216,F1241,8/12/2024 16:44,33
C1015791,U103539,F1216,4/6/2024 9:11,86
C1015792,U100521,F1140,3/31/2024 7:27,221
C1015793,U103066,F1097,6/9/2024 11:48,292
C1015794,U100340,F1156,5/5/2024 4:39,134
C1015795,U108250,F1071,7/6/2024 3:15,232
C1015796,U103253,F1267,1/19/2024 16:41,148
C1015797,U104681,F1224,10/27/2024 23:15,213
C1015798,U105633,F1296,7/3/2024 21:21,56
C1015799,U100242,F1120,6/30/2024 4:33,286
C1015800,U100227,F1250,5/15/2024 17:10,5
C1015801,U106703,F1159,8/13/2024 12:01,
C1015802,U102602,F1147,11/1/2024 1:38,32
C1015803,U108318,F1056,11/8/2024 15:35,37
C1015804,U104430,F1061,2/25/2024 20:37,234
C1015805,U104853,F1085,6/26/2024 10:24,143
C1015806,U109623,F1175,3/20/2024 10:53,66
C1015807,U102168,F1210,1/15/2024 7:48,260
C1015808,U102748,F1134,4/3/2024 12:23,104
C1015809,U101308,F1066,6/5/2024 23:59,138
C1015810,U101593,F1251,12/19/2024 22:46,14
C1015811,U101493,F1289,2/24/2024 0:52,53
C1015812,U107883,F1104,10/16/2024 23:06,272
C1015813,U104777,F1068,2/14/2024 1:56,119
C1015814,U106438,F1087,8/21/2024 7:53,170
C1015815,U107108,F1218,3/6/2024 7:51,81
C1015816,U108438,F1161,2/12/2024 22:32,84
C1015817,U101082,F1114,12/11/2024 23:45,88
C1015818,U109673,F1298,7/2/2024 5:45,150
C1015819,U100010,F1020,6/19/2024 10:46,198
C1015820,U102006,F1011,10/2/2024 15:57,85
C1015821,U103529,F1031,5/17/2024 19:27,211
C1015822,U102292,F1174,11/6/2024 21:05,133
C1015823,U100944,F1086,1/27/2024 12:57,105
C1015824,U108626,F1272,3/5/2024 1:39,144
C1015825,U106248,F1281,5/26/2024 15:37,148
C1015826,U102289,F1160,7/31/2024 13:16,45
C1015827,U103343,F1191,1/20/2024 23:32,154
C1015828,U102566,F1137,7/11/2024 0:02,247
C1015829,U101759,F1109,6/30/2024 23:19,53
C1015830,U105163,F1050,2/15/2024 13:19,250
C1015831,U103875,F1289,11/2/2024 7:00,266
C1015832,U102228,F1168,10/19/2024 21:33,116
C1015833,U108459,F1293,3/31/2024 9:49,298
C1015834,U107019,F1047,9/8/2024 16:56,164
C1015835,U104477,F1027,10/30/2024 18:48,285
C1015836,U105917,F1235,10/1/2024 11:03,119
C1015837,U100514,F1075,2/28/2024 13:43,243
C1015838,U101743,F1059,11/1/2024 19:52,294
C1015839,U109121,F1224,3/17/2024 22:58,101
C1015840,U107856,F1268,5/10/2024 19:47,41
C1015841,U101448,F1051,10/1/2024 16:56,139
C1015842,U103887,F1100,4/30/2024 15:49,232
C1015843,U100198,F1298,1/29/2024 12:44,95
C1015844,U101780,F1219,6/23/2024 16:12,62
C1015845,U104900,F1249,4/9/2024 20:01,100
C1015846,U104422,F1211,11/17/2024 12:24,152
C1015847,U109905,F1041,11/11/2024 2:15,39
C1015848,U105713,F1109,7/16/2024 19:03,81
C1015849,U105743,F1116,4/26/2024 10:56,214
C1015850,U103504,F1068,3/12/2024 20:38,279
C1015851,U107672,F1097,2/19/2024 22:43,143
C1015852,U102567,F1249,10/15/2024 12:27,56
C1015853,U109121,F1185,6/27/2024 1:41,189
C1015854,U104625,F1230,8/16/2024 19:33,145
C1015855,U107090,F1272,9/6/2024 14:02,80
C1015856,U105352,F1221,11/9/2024 21:12,186
C1015857,U101419,F1239,10/28/2024 3:18,277
C1015858,U109522,F1285,5/16/2024 10:40,11
C1015859,U102557,F1060,2/5/2024 11:55,151
C1015860,U107870,F1192,2/26/2024 21:57,138
C1015861,U100423,F1193,3/14/2024 13:58,174
C1015862,U100149,F1039,9/21/2024 20:34,108
C1015863,U109705,F1296,10/24/2024 1:38,162
C1015864,U108095,F1201,11/18/2024 2:40,231
C1015865,U100138,F1087,5/25/2024 16:49,172
C1015866,U107065,F1169,3/24/2024 10:32,72
C1015867,U101870,F1189,11/17/2024 3:04,111
C1015868,U102061,F1118,8/2/2024 17:12,265
C1015869,U108120,F1079,5/4/2024 1:26,281
C1015870,U108181,F1104,6/21/2024 7:12,109
C1015871,U104280,F1037,6/18/2024 14:43,133
C1015872,U105696,F1235,7/17/2024 6:20,67
C1015873,U100742,F1176,8/9/2024 19:39,60
C1015874,U106424,F1233,9/17/2024 7:38,245
C1015875,U104181,F1234,9/16/2024 1:23,271
C1015876,U108268,F1232,12/4/2024 14:38,14
C1015877,U101991,F1221,10/29/2024 17:35,213
C1015878,U105256,F1260,4/10/2024 6:21,107
C1015879,U103705,F1138,6/27/2024 2:55,295
C1015880,U101016,F1003,8/27/2024 19:37,35
C1015881,U108288,F1060,8/27/2024 15:30,120
C1015882,U100994,F1123,4/19/2024 2:51,160
C1015883,U109746,F1202,2/24/2024 21:25,222
C1015884,U106941,F1011,7/17/2024 17:17,16
C1015885,U109224,F1110,2/3/2024 11:02,40
C1015886,U108274,F1283,3/22/2024 11:57,246
C1015887,U109727,F1246,10/7/2024 17:52,239
C1015888,U104525,F1217,1/8/2024 10:41,222
C1015889,U105209,F1289,3/10/2024 6:49,73
C1015890,U100512,F1192,11/19/2024 13:22,213
C1015891,U101922,F1261,11/8/2024 4:31,141
C1015892,U101697,F1151,11/7/2024 6:42,84
C1015893,U101914,F1033,4/7/2024 4:56,48
C1015894,U104753,F1071,1/5/2024 13:09,18
C1015895,U106816,F1015,2/6/2024 13:59,207
C1015896,U108838,F1079,4/23/2024 6:22,57
C1015897,U100797,F1271,5/6/2024 16:49,104
C1015898,U108268,F1083,3/5/2024 23:01,180
C1015899,U106224,F1141,11/5/2024 14:59,260
C1015900,U106697,F1121,4/8/2024 0:01,186
C1015901,U108933,F1189,1/12/2024 23:21,7
C1015902,U101225,F1217,9/8/2024 12:36,123
C1015903,U105566,F1188,9/14/2024 4:44,250
C1015904,U109156,F1281,10/16/2024 22:26,58
C1015905,U105922,F1216,5/16/2024 13:51,8
C1015906,U105036,F1274,12/25/2024 19:55,132
C1015907,U108503,F1242,5/17/2024 9:16,99
C1015908,U102646,F1208,2/22/2024 23:40,47
C1015909,U107684,F1029,4/5/2024 17:49,198
C1015910,U102731,F1056,9/21/2024 5:06,82
C1015911,U108824,F1084,4/3/2024 7:51,234
C1015912,U104694,F1291,8/24/2024 2:43,202
C1015913,U105545,F1167,10/26/2024 14:22,221
C1015914,U103681,F1283,7/5/2024 13:59,162
C1015915,U100414,F1096,12/16/2024 3:06,283
C1015916,U109734,F1173,11/3/2024 3:36,39
C1015917,U108963,F1209,3/15/2024 2:57,77
C1015918,U104479,F1215,2/26/2024 6:06,126
C1015919,U107199,F1031,3/5/2024 16:05,14
C1015920,U108678,F1086,1/4/2024 9:28,113
C1015921,U109971,F1225,6/21/2024 18:55,114
C1015922,U107532,F1153,6/7/2024 21:59,145
C1015923,U106407,F1196,12/20/2024 3:03,18
C1015924,U107309,F1086,12/27/2024 2:47,114
C1015925,U108221,F1177,7/28/2024 4:59,228
C1015926,U108321,F1078,2/13/2024 1:30,36
C1015927,U107945,F1031,8/18/2024 1:03,30
C1015928,U105189,F1185,11/25/2024 17:40,55
C1015929,U104214,F1063,1/27/2024 5:56,296
C1015930,U102374,F1232,9/17/2024 23:05,63
C1015931,U103983,F1155,8/9/2024 13:20,236
C1015932,U100207,F1207,1/9/2024 14:53,108
C1015933,U108139,F1294,9/26/2024 9:56,145
C1015934,U109173,F1207,8/1/2024 4:01,148
C1015935,U104302,F1140,8/13/2024 4:57,57
C1015936,U106911,F1057,8/2/2024 5:47,162
C1015937,U106690,F1202,2/16/2024 1:33,68
C1015938,U100111,F1207,10/5/2024 8:07,163
C1015939,U107153,F1146,3/9/2024 14:17,111
C1015940,U104709,F1250,2/19/2024 23:44,26
C1015941,U105040,F1038,4/20/2024 0:40,176
C1015942,U101409,F1144,10/23/2024 21:04,86
C1015943,U108897,F1297,8/30/2024 0:46,232
C1015944,U105872,F1049,10/9/2024 16:12,30
C1015945,U108132,F1066,9/23/2024 8:44,236
C1015946,U106275,F1000,8/22/2024 7:06,253
C1015947,U106993,F1132,6/13/2024 10:04,197
C1015948,U104199,F1086,8/19/2024 13:41,141
C1015949,U102600,F1145,3/13/2024 16:29,230
C1015950,U104857,F1067,1/14/2024 14:26,209
C1015951,U107806,F1096,4/1/2024 16:34,181
C1015952,U106805,F1277,3/14/2024 6:21,83
C1015953,U107498,F1285,3/1/2024 19:20,80
C1015954,U105039,F1089,10/1/2024 15:19,192
C1015955,U109039,F1256,1/30/2024 8:58,151
C1015956,U102943,F1069,7/15/2024 5:41,275
C1015957,U108067,F1080,10/21/2024 9:13,287
C1015958,U108360,F1222,3/9/2024 13:38,241
C1015959,U106700,F1073,11/27/2024 5:09,123
C1015960,U100984,F1188,3/12/2024 15:00,171
C1015961,U101107,F1175,4/24/2024 6:36,200
C1015962,U108298,F1289,2/29/2024 0:14,110
C1015963,U107432,F1213,10/21/2024 20:00,278
C1015964,U104342,F1134,2/6/2024 18:48,250
C1015965,U101553,F1038,2/4/2024 7:17,289
C1015966,U102002,F1292,9/12/2024 19:39,34
C1015967,U108104,F1062,8/14/2024 14:49,29
C1015968,U100497,F1270,4/7/2024 1:07,290
C1015969,U104949,F1210,6/21/2024 7:04,172
C1015970,U101421,F1073,3/18/2024 8:05,292
C1015971,U103474,F1100,11/21/2024 21:20,289
C1015972,U105980,F1189,2/1/2024 13:33,232
C1015973,U104373,F1113,11/2/2024 22:08,143
C1015974,U108733,F1109,12/13/2024 15:20,108
C1015975,U107310,F1060,10/6/2024 11:33,176
C1015976,U108980,F1280,11/25/2024 14:51,225
C1015977,U108547,F1155,8/19/2024 4:07,166
C1015978,U105643,F1240,10/26/2024 13:43,211
C1015979,U109418,F1209,1/22/2024 6:42,219
C1015980,U108441,F1239,6/15/2024 23:31,38
C1015981,U106178,F1290,6/25/2024 4:14,32
C1015982,U100531,F1233,3/31/2024 3:32,192
C1015983,U108750,F1245,8/19/2024 13:59,251
C1015984,U101619,F1166,11/13/2024 19:32,58
C1015985,U101291,F1064,11/15/2024 1:01,31
C1015986,U103124,F1128,4/5/2024 7:13,178
C1015987,U104880,F1119,3/8/2024 12:35,140
C1015988,U104113,F1232,8/12/2024 17:04,33
C1015989,U109319,F1018,11/17/2024 17:51,279
C1015990,U103911,F1175,7/2/2024 20:28,36
C1015991,U107159,F1200,10/12/2024 8:27,54
C1015992,U101107,F1269,1/10/2024 10:24,11
C1015993,U105427,F1066,3/10/2024 3:02,248
C1015994,U105270,F1157,11/20/2024 18:40,223
C1015995,U106496,F1232,5/15/2024 14:16,151
C1015996,U101687,F1115,6/21/2024 11:50,200
C1015997,U105987,F1192,6/24/2024 11:52,112
C1015998,U104471,F1214,8/11/2024 13:58,31
C1015999,U105681,F1005,9/24/2024 6:12,41
C1016000,U103475,F1083,2/9/2024 1:17,82
C1016001,U102577,F1045,6/2/2024 12:50,12
C1016002,U102532,F1041,10/12/2024 19:40,261
C1016003,U104217,F1199,6/16/2024 2:03,218
C1016004,U106937,F1188,1/20/2024 13:04,264
C1016005,U102029,F1030,3/3/2024 22:48,215
C1016006,U109335,F1288,5/20/2024 19:50,27
C1016007,U105958,F1287,1/3/2024 19:14,259
C1016008,U105418,F1053,2/27/2024 18:10,22
C1016009,U106190,F1128,5/27/2024 17:39,191
C1016010,U107764,F1132,2/25/2024 13:06,211
C1016011,U109939,F1007,7/1/2024 17:11,132
C1016012,U104819,F1069,10/29/2024 14:16,125
C1016013,U105919,F1009,10/15/2024 1:28,156
C1016014,U108409,F1237,4/23/2024 18:10,17
C1016015,U102810,F1189,7/28/2024 16:57,43
C1016016,U103415,F1295,6/19/2024 21:04,205
C1016017,U105952,F1101,9/18/2024 7:54,134
C1016018,U105433,F1232,3/21/2024 12:38,78
C1016019,U101716,F1283,6/19/2024 11:00,271
C1016020,U107897,F1055,7/11/2024 7:56,203
C1016021,U100289,F1000,3/18/2024 5:28,59
C1016022,U104697,F1237,10/18/2024 4:28,251
C1016023,U100609,F1209,11/23/2024 2:23,12
C1016024,U102353,F1061,10/21/2024 23:37,109
C1016025,U107645,F1230,8/13/2024 16:45,221
C1016026,U100535,F1107,2/23/2024 14:16,260
C1016027,U103291,F1169,12/11/2024 15:08,29
C1016028,U103757,F1174,2/24/2024 0:46,8
C1016029,U108948,F1117,10/30/2024 21:59,71
C1016030,U107157,F1292,3/4/2024 22:22,11
C1016031,U103849,F1138,6/1/2024 12:14,282
C1016032,U108069,F1194,7/5/2024 15:20,214
C1016033,U108545,F1028,7/7/2024 12:00,21
C1016034,U104830,F1259,11/15/2024 15:59,140
C1016035,U104330,F1138,5/17/2024 5:29,46
C1016036,U108497,F1029,7/3/2024 20:03,250
C1016037,U105229,F1078,8/16/2024 12:02,44
C1016038,U102995,F1078,8/26/2024 19:01,204
C1016039,U106970,F1185,2/21/2024 12:17,224
C1016040,U102214,F1159,9/3/2024 6:38,153
C1016041,U109401,F1156,4/26/2024 8:12,111
C1016042,U100275,F1112,1/29/2024 22:26,167
C1016043,U106153,F1298,1/30/2024 14:10,265
C1016044,U106553,F1084,12/12/2024 13:18,88
C1016045,U108338,F1229,1/28/2024 17:38,13
C1016046,U103548,F1038,5/7/2024 3:14,14
C1016047,U106972,F1154,4/19/2024 6:20,34
C1016048,U100851,F1279,2/29/2024 13:21,66
C1016049,U104523,F1292,12/8/2024 8:21,262
C1016050,U108679,F1287,8/28/2024 2:20,5
C1016051,U101553,F1052,12/15/2024 0:42,209
C1016052,U101761,F1128,2/11/2024 22:31,175
C1016053,U108775,F1108,3/16/2024 2:24,121
C1016054,U106799,F1183,10/22/2024 23:56,165
C1016055,U104310,F1209,6/17/2024 9:27,265
C1016056,U104605,F1156,11/4/2024 20:09,126
C1016057,U108702,F1005,5/2/2024 14:36,128
C1016058,U107756,F1184,8/6/2024 15:32,6
C1016059,U103813,F1094,10/17/2024 1:43,234
C1016060,U105891,F1013,12/11/2024 13:09,213
C1016061,U106888,F1068,11/15/2024 5:17,13
C1016062,U106194,F1189,8/18/2024 3:32,276
C1016063,U108147,F1085,7/6/2024 7:31,162
C1016064,U103202,F1050,11/16/2024 21:02,268
C1016065,U100342,F1012,3/9/2024 0:03,275
C1016066,U107745,F1253,12/14/2024 8:36,17
C1016067,U101423,F1104,10/14/2024 10:16,275
C1016068,U108337,F1131,6/10/2024 11:22,121
C1016069,U104557,F1037,4/29/2024 20:51,206
C1016070,U109107,F1131,9/3/2024 16:15,263
C1016071,U106647,F1157,10/14/2024 22:43,165
C1016072,U101911,F1064,5/13/2024 13:36,223
C1016073,U101339,F1188,1/5/2024 9:50,275
C1016074,U102246,F1278,6/3/2024 4:15,140
C1016075,U106446,F1226,3/9/2024 9:38,139
C1016076,U102951,F1208,8/4/2024 23:25,34
C1016077,U100497,F1055,12/20/2024 10:15,279
C1016078,U100790,F1099,2/23/2024 19:46,18
C1016079,U108201,F1086,2/20/2024 7:57,290
C1016080,U103098,F1289,7/6/2024 9:31,23
C1016081,U108184,F1229,1/5/2024 7:14,124
C1016082,U102816,F1168,3/14/2024 4:19,152
C1016083,U100326,F1294,5/23/2024 5:09,144
C1016084,U100882,F1213,9/27/2024 17:41,50
C1016085,U101671,F1297,12/21/2024 11:38,61
C1016086,U105002,F1147,12/10/2024 11:52,23
C1016087,U108929,F1269,10/25/2024 8:43,255
C1016088,U102174,F1165,12/7/2024 9:37,145
C1016089,U105235,F1292,6/12/2024 6:43,296
C1016090,U100923,F1292,3/21/2024 16:13,28
C1016091,U104266,F1011,11/23/2024 20:43,245
C1016092,U108112,F1145,7/22/2024 2:51,110
C1016093,U102824,F1111,2/19/2024 19:07,155
C1016094,U105107,F1062,1/19/2024 3:23,193
C1016095,U106869,F1210,5/27/2024 15:54,109
C1016096,U105720,F1029,6/5/2024 5:50,43
C1016097,U109345,F1054,2/20/2024 8:39,41
C1016098,U102070,F1197,9/24/2024 7:08,24
C1016099,U107346,F1196,10/1/2024 20:30,30
C1016100,U106544,F1034,10/28/2024 20:56,258
C1016101,U104600,F1198,8/8/2024 12:16,124
C1016102,U100920,F1097,7/18/2024 22:22,208
C1016103,U106091,F1297,10/8/2024 16:40,221
C1016104,U103482,F1018,5/13/2024 15:39,59
C1016105,U106472,F1172,11/16/2024 19:07,62
C1016106,U101443,F1191,8/1/2024 18:15,237
C1016107,U102801,F1266,12/3/2024 18:57,272
C1016108,U101775,F1126,9/17/2024 7:55,39
C1016109,U108220,F1108,9/20/2024 13:52,260
C1016110,U102292,F1130,8/22/2024 13:14,19
C1016111,U103703,F1279,12/7/2024 23:21,51
C1016112,U100825,F1250,4/19/2024 11:23,86
C1016113,U107711,F1281,12/10/2024 15:51,285
C1016114,U103741,F1151,6/1/2024 5:01,236
C1016115,U108330,F1171,10/18/2024 17:19,137
C1016116,U104452,F1153,10/30/2024 12:24,132
C1016117,U102259,F1184,8/4/2024 13:34,211
C1016118,U101162,F1235,5/17/2024 16:43,129
C1016119,U103439,F1291,12/30/2024 20:15,113
C1016120,U102533,F1016,5/10/2024 3:47,245
C1016121,U105612,F1207,12/19/2024 20:34,55
C1016122,U109551,F1273,11/15/2024 18:50,91
C1016123,U107930,F1095,1/7/2024 10:35,135
C1016124,U102225,F1112,3/23/2024 4:46,117
C1016125,U103672,F1137,8/30/2024 20:12,150
C1016126,U102160,F1294,1/18/2024 7:43,12
C1016127,U108474,F1174,9/29/2024 4:25,126
C1016128,U109331,F1137,7/19/2024 15:22,229
C1016129,U101797,F1219,8/13/2024 22:03,176
C1016130,U109382,F1151,2/21/2024 21:27,54
C1016131,U101244,F1125,11/20/2024 22:23,53
C1016132,U107069,F1245,12/4/2024 8:42,70
C1016133,U107893,F1039,4/19/2024 16:37,172
C1016134,U104408,F1190,1/17/2024 19:07,148
C1016135,U101930,F1161,8/14/2024 22:50,236
C1016136,U102518,F1123,1/10/2024 5:28,104
C1016137,U100047,F1176,6/24/2024 9:26,16
C1016138,U100133,F1264,2/27/2024 0:11,260
C1016139,U105675,F1174,1/14/2024 11:52,256
C1016140,U102364,F1220,4/9/2024 14:35,179
C1016141,U103509,F1172,8/6/2024 2:43,13
C1016142,U107153,F1232,10/15/2024 3:41,283
C1016143,U104094,F1136,7/5/2024 5:00,67
C1016144,U102537,F1232,4/16/2024 22:30,185
C1016145,U107996,F1238,4/15/2024 6:42,59
C1016146,U105984,F1138,4/1/2024 16:18,259
C1016147,U102471,F1084,1/29/2024 19:07,114
C1016148,U102434,F1023,6/15/2024 15:37,141
C1016149,U105021,F1256,10/1/2024 11:23,110
